gene,RRH109,RRH110,RRH111,RRH115,RRH116,RRH117,RRH121,RRH122,RRH123
ENSRNOG00000000008,0.238671386,0.293002993,0.134298512,0.06950056,0.043708477,0.21834081,0.15145552,0.247578882,0.034556572
ENSRNOG00000000012,0.123261368,0.229273968,0.115597004,0,0.075243856,0,0.208583748,0.150425443,0.237955647
ENSRNOG00000000014,4.476019483,5.317692614,4.874750251,6.411919564,6.346098846,7.2648646,3.939884416,3.83251489,4.599210117
ENSRNOG00000000017,2.399112892,1.62158533,2.043956485,6.297385173,4.517316419,4.791357701,1.865504666,3.19586447,1.467722278
ENSRNOG00000000021,20.3246815,16.12094551,12.04852712,11.92607563,14.2846818,13.83620972,14.81712869,15.74086739,15.64876182
ENSRNOG00000000024,12.41762045,11.77324019,11.33519245,17.45646759,14.18620041,14.60044577,11.06650446,11.40127064,13.35753559
ENSRNOG00000000028,26.9620105,24.31742819,23.48466062,26.47523158,22.14034173,22.31709959,28.35002444,21.4018438,27.17876036
ENSRNOG00000000029,70.83966802,78.32030434,57.77072958,15.24874186,18.34976332,13.76678357,23.36316491,29.40315909,29.98357132
ENSRNOG00000000033,6.455329404,7.16552084,5.226421712,6.871667207,7.622511584,8.204963728,6.57930208,5.943878142,7.211592938
ENSRNOG00000000034,3.620265455,3.644240976,3.614844873,1.963730081,1.559971997,1.428655382,4.819908224,2.061776154,4.789458919
ENSRNOG00000000036,0.293205631,0.256091988,0.179330981,0.528989781,0.6770298,0.466486439,0.501557711,0.163353365,0.406066767
ENSRNOG00000000040,9.448649388,10.16536164,10.59420419,8.128186827,9.784573311,9.619931883,7.615089221,5.345554446,8.194829172
ENSRNOG00000000041,0.076866605,0,0.015447226,0.015988128,0,0.025113904,0,0.023451575,0.063596021
ENSRNOG00000000042,36.24608173,48.43995099,56.36951545,41.4740311,54.1425571,45.18086718,42.24752769,37.3768284,41.4028419
ENSRNOG00000000043,30.205035,32.31202319,34.817543,18.80327093,21.92283076,18.8202891,32.79091044,28.69106116,34.4584193
ENSRNOG00000000044,14.01002365,18.23746335,15.88764837,16.77351006,16.80754931,17.54779236,20.92630363,17.85020017,18.90838029
ENSRNOG00000000047,29.76889861,25.80101485,25.23428008,23.96060761,21.50005405,21.41814172,30.73323637,29.47615102,33.53799765
ENSRNOG00000000048,18.79898816,20.30260626,22.18644806,19.24552177,21.99927153,19.15058607,19.3977111,19.20525253,18.77186389
ENSRNOG00000000053,0.489980006,0.984305426,1.206222046,0.392372896,0.785148361,0.392212086,0.466395519,0.597960745,0.851314246
ENSRNOG00000000054,23.80841848,20.31907782,13.84877834,15.57816205,12.78608914,16.15628117,22.38797574,14.84809573,19.68099018
ENSRNOG00000000060,0.078909571,0.242181737,0.111004487,0.114891429,0.054190888,0.180469681,0.037555686,0.018056155,0.028562748
ENSRNOG00000000062,24.49869215,25.88072112,23.4957171,26.61771881,26.8877689,28.11240915,23.20211782,28.26561694,20.9282906
ENSRNOG00000000064,446.3191774,378.524725,397.5316069,468.1354091,367.9930151,388.4999315,476.8755081,460.5964157,439.1519471
ENSRNOG00000000066,14.87329055,15.95955809,12.43845456,14.76139255,18.36678826,16.22775629,15.25707282,11.85645542,13.94811633
ENSRNOG00000000068,43.2710392,44.19301452,38.07466807,55.99042329,53.33407163,53.06856641,59.6791978,47.68983485,56.16902509
ENSRNOG00000000070,9.569387816,8.350212878,9.323933507,10.70624429,13.40412689,13.70175801,9.676464954,11.0745057,8.242501608
ENSRNOG00000000073,8.945646594,9.128656606,8.875444563,15.2721038,15.20631696,13.50196851,10.85294888,14.83566419,8.939270698
ENSRNOG00000000075,7.600355613,8.787146509,8.046993015,9.486840141,10.09327738,8.342057876,8.259286708,8.039905499,8.142750207
ENSRNOG00000000081,47.46591266,54.07672988,59.58215893,51.98653931,59.10519697,58.05617021,52.07082798,53.72229443,55.43756005
ENSRNOG00000000082,40.76863058,48.63821718,43.49688578,74.14542402,68.100982,61.03883967,56.69998623,58.16964448,50.45024415
ENSRNOG00000000091,7.254532084,7.782743689,3.844905742,7.456987145,7.391174722,7.945194683,5.948971401,0.802717284,4.734033546
ENSRNOG00000000095,23.27689838,25.18292478,23.04708742,22.0140278,22.80763572,26.7490287,29.16288008,21.97796787,30.10887579
ENSRNOG00000000096,0.06197464,0.023055353,0,0.135351547,0.037831893,0.047246248,0.104873919,0.031513532,0.209373202
ENSRNOG00000000098,32.73354666,37.7623431,31.92824867,52.50313049,55.76834343,51.125999,37.05662638,63.87623533,35.17394384
ENSRNOG00000000104,21.39156524,22.15006132,15.96948766,21.26521055,21.70883363,24.37341875,21.2562688,18.02430606,21.69176146
ENSRNOG00000000105,6.998292559,6.085995605,7.09586274,4.300734982,4.493972899,5.092628807,8.276334233,7.334345576,8.092948565
ENSRNOG00000000108,40.26608072,46.10068168,34.27909416,22.33889011,21.61352505,18.97377913,34.3849997,35.97586471,37.34224983
ENSRNOG00000000111,11.44246375,10.6971368,7.734663035,7.680953303,8.436374104,9.516153099,7.732633444,8.500890378,9.144249047
ENSRNOG00000000112,12.55835397,12.59803642,13.18481978,13.36313055,14.74450211,14.50131772,12.4868923,12.68827571,12.39877626
ENSRNOG00000000113,2.846763075,2.888269101,3.357415383,2.239896046,2.830478851,2.170224383,2.828346272,1.737063295,2.831100835
ENSRNOG00000000121,3.826244701,4.667026539,3.762982886,3.524993263,4.123644895,5.227242399,4.694944796,3.713877,4.020114714
ENSRNOG00000000122,36.5258478,32.43875435,35.16720103,51.94613234,42.6291024,46.10469553,33.86528728,34.48955686,37.92964894
ENSRNOG00000000123,14.55729488,13.29258723,13.37792855,16.22131511,15.10496241,16.54100794,15.76078427,14.291194,16.39825566
ENSRNOG00000000127,33.38472587,34.22770887,33.23725022,46.20704495,48.18945986,44.01018413,39.45297245,38.31545287,39.6861895
ENSRNOG00000000129,9.826585412,13.45547345,23.39337141,32.69606747,39.463575,40.59696741,5.620152587,19.60639185,6.31123607
ENSRNOG00000000130,14.57642064,13.73329304,23.38260346,44.79129637,45.20308887,51.57092463,13.75726567,72.79133087,14.15537242
ENSRNOG00000000133,44.16661647,36.81385358,39.04072134,47.21937067,42.40207428,43.34224522,45.83973127,43.01352306,48.85047545
ENSRNOG00000000137,0.437350575,0.292859939,0.307617161,0.286549838,0,0,0.222026309,0.400299714,0.379936701
ENSRNOG00000000138,0.360482339,1.072832053,0.507101444,0.28742232,0.267207682,0.588885046,0.446615001,0.424213066,0.62134814
ENSRNOG00000000142,14.78453894,15.4479761,15.26158717,5.239910553,5.727464991,4.791300899,14.21534461,12.12587915,14.62463075
ENSRNOG00000000145,5.977399987,7.364526464,8.2004565,10.55565008,12.89743127,13.26452154,6.703689895,10.47256976,6.383774138
ENSRNOG00000000146,103.4873812,127.5822421,111.4501547,175.8479053,189.3804845,186.2447107,176.2034648,151.378938,152.5082668
ENSRNOG00000000147,17.81857459,22.04407297,25.1512603,30.72941372,36.49184102,38.01195584,18.43806529,26.73758086,18.47649159
ENSRNOG00000000150,13.02278325,13.16546837,12.90695166,11.95837243,11.07272335,12.4743342,11.53735623,10.19094624,12.36615714
ENSRNOG00000000151,7.689536974,7.017710923,8.932835062,6.916163089,7.324930952,8.169125292,8.224500695,6.126178864,9.409576615
ENSRNOG00000000155,14.62941543,17.53341223,17.37611198,12.58079454,13.79153296,12.49322926,15.98774122,14.22996289,14.75402925
ENSRNOG00000000156,14.13060023,13.30974934,14.83975548,5.783472341,5.690030825,6.191136715,7.131067077,8.752891184,9.131935298
ENSRNOG00000000157,17.40260956,15.71494967,17.12536676,16.63746288,16.26961895,12.61259067,19.93846305,14.59489842,19.76622419
ENSRNOG00000000158,1.598407917,2.222031086,1.104540518,1.449436092,1.283861251,0.641338535,1.797293035,1.702551143,1.66466527
ENSRNOG00000000161,9.1399059,10.81829584,10.86912784,10.82957242,10.17014199,8.727695437,10.55357136,10.78401101,9.191768209
ENSRNOG00000000164,119.2704088,108.5851803,111.9860276,97.30008407,91.2776595,74.58361255,137.8588405,134.8048827,142.0922093
ENSRNOG00000000165,0.577399233,0.644399535,0.631746126,0.420343329,0.254560556,0.440179201,0.542821675,0.508910446,0.588296596
ENSRNOG00000000166,3.336038045,3.451922991,3.853777057,2.975457368,3.115373267,2.627434876,3.575024144,2.76358119,2.910889607
ENSRNOG00000000168,6.193369009,8.524172292,5.969137087,8.596834003,9.093495298,8.837332168,3.506218801,3.487151938,2.666633336
ENSRNOG00000000169,2.288409231,2.444496776,2.230428181,2.54652172,2.469590353,3.32713353,1.690744607,2.518438542,1.751328724
ENSRNOG00000000170,13.64532174,14.2443022,14.61387126,19.52167268,22.09663796,18.87964804,16.80136102,23.31802782,15.1067691
ENSRNOG00000000172,12.67275751,11.61871888,13.66868891,7.953185127,7.461373635,9.935402809,10.52128225,11.57563667,10.94212903
ENSRNOG00000000175,9.545908158,9.537797081,8.265185781,8.405044252,8.954018881,10.36781016,8.821354332,9.167595033,10.35107064
ENSRNOG00000000177,4.413596219,4.441709073,3.37353487,5.293212286,3.737677265,3.559187766,3.399777862,3.782832302,4.100150236
ENSRNOG00000000185,50.26303632,47.94013029,41.95161988,42.79756831,36.77094865,35.68310139,60.21976781,51.63879261,65.81632933
ENSRNOG00000000186,40.18899936,36.00775439,27.40043983,59.54039619,53.40933882,57.11397052,56.05751373,44.71503637,57.16858684
ENSRNOG00000000187,2.21889002,1.987401827,2.465293688,4.897461531,5.279971862,8.436284186,2.170382313,3.277057341,2.18952646
ENSRNOG00000000190,18.25526173,21.19195588,23.99717102,15.53745953,20.24961943,21.89037357,18.02559,14.424386,17.49047308
ENSRNOG00000000195,19.32911176,24.77817634,20.79025316,19.71699989,25.75773338,18.91310479,33.26735326,30.02305542,30.72699335
ENSRNOG00000000201,0.467567524,0.347882109,0.712553207,6.353880853,4.816506839,6.861647234,0.543964458,0.713261309,0.451318748
ENSRNOG00000000204,28.2729687,30.24516769,33.51231283,39.07000356,43.23695159,31.44707811,33.1095644,35.47117422,27.47048442
ENSRNOG00000000207,3.977355916,3.561135912,4.235813615,3.778862811,3.683066335,3.751618068,4.87676745,4.744184909,4.131951413
ENSRNOG00000000216,13.23475164,13.44739766,11.90139694,9.313139414,9.84879938,8.774896373,15.13504074,8.907601055,14.69936682
ENSRNOG00000000217,12.86131501,13.60541932,13.29062709,32.703811,26.06484348,28.15975416,23.78826606,22.85541582,20.91614106
ENSRNOG00000000219,24.74815723,24.77833395,24.21219437,23.81442422,24.00382523,22.77980578,23.3824442,23.80124564,24.94981027
ENSRNOG00000000221,18.92789895,19.02846376,13.9212304,22.67633843,19.46047936,17.45192018,18.31001887,18.09739575,19.55046904
ENSRNOG00000000230,12.28165079,12.30030971,11.28160406,12.87766762,11.01505269,10.5332546,14.11873985,12.86305427,15.12819429
ENSRNOG00000000231,10.44226947,11.17886852,8.947535132,8.969162663,10.24947653,9.048789755,6.578758343,6.20367724,6.09113772
ENSRNOG00000000236,73.49622639,75.18698832,63.58295439,77.61064047,73.54071499,69.35107493,69.89051539,70.41917269,65.13189473
ENSRNOG00000000237,6.810967748,6.482852079,6.683340362,6.566092323,7.358104923,6.748611895,6.971868987,5.090222603,6.395139352
ENSRNOG00000000239,5.672067058,3.899881761,4.773192954,6.562529859,5.425559321,2.663947976,9.030554232,22.03318005,7.332526306
ENSRNOG00000000242,13.74279611,15.27548918,14.64386946,15.1000254,17.23273185,16.69342086,15.50298705,11.74133856,15.97294323
ENSRNOG00000000244,4.743767595,5.588348931,5.282951425,5.515904065,5.771475683,7.38348772,5.811529666,4.160979508,4.737903567
ENSRNOG00000000245,0.381474079,0.694627769,1.383943519,5.524986078,8.033932704,7.622441314,0.369482762,2.934142955,0.610465356
ENSRNOG00000000246,13.6373196,14.19580812,12.45690916,13.69259503,13.76008211,13.4803273,17.11380157,11.58710733,15.86048722
ENSRNOG00000000247,14.00721813,13.1959303,10.64993748,9.526307683,10.02184238,10.08393193,16.55379304,11.06444951,15.37471452
ENSRNOG00000000248,92.20396258,96.17540452,85.22337346,113.2892449,120.1788289,144.6389376,66.3791402,83.01828011,63.61264044
ENSRNOG00000000249,7.118732905,7.033910882,6.250862933,6.205672489,4.691554979,3.525790736,9.43760162,7.760688128,9.387919983
ENSRNOG00000000250,12.2176066,11.62222653,10.31889321,21.20286382,21.07510189,19.85656838,11.44638737,14.5065259,11.45641186
ENSRNOG00000000257,0.267450671,0.217080098,0.068405632,0.194702554,0.185526128,0.111213004,0.056572737,0.197812651,0.12907815
ENSRNOG00000000258,13.64966359,14.0999778,13.61143339,20.53534717,19.95514813,21.64024975,12.856963,11.84091811,12.84851148
ENSRNOG00000000262,11.48558451,13.47502749,10.16441783,9.680765129,10.49536535,11.08855792,13.81528229,12.68114016,12.64263166
ENSRNOG00000000264,8.409867226,10.15816038,7.384824506,9.202516087,9.757279624,9.019548207,7.996783464,5.800947977,7.071396184
ENSRNOG00000000274,0.378179615,0.506475424,0.673862535,0.679104387,0.738740918,0.691930814,0.767949823,0.684591002,0.693570724
ENSRNOG00000000275,0.64610587,0.933160745,0.659395666,0.175232666,0.220405502,0.202817824,0.594908236,0.34013436,0.495253519
ENSRNOG00000000277,5.684910931,7.628420947,5.786163601,3.179405172,3.245756452,2.998025894,5.623482765,2.495545657,5.568046832
ENSRNOG00000000279,10.76343574,10.94265393,8.989240286,13.01107405,12.96414001,11.69167384,10.09962455,8.090857567,8.905189574
ENSRNOG00000000281,1.896887081,2.200839739,1.241734698,1.627027983,1.599331069,1.37449971,2.181001407,2.034149095,2.148213749
ENSRNOG00000000283,12.03012275,10.32775012,8.912185446,11.86715985,11.03725641,11.28755822,11.21768197,10.902382,12.02431761
ENSRNOG00000000288,26.92259569,24.09244516,22.75844502,10.56394809,10.35836547,13.24670447,15.76003789,18.38715688,16.12862219
ENSRNOG00000000299,18.03378131,17.30301432,16.00452757,14.18823414,15.8657978,16.48469324,18.72627384,12.77621171,20.54471557
ENSRNOG00000000302,14.55623362,15.55776348,11.18559644,7.864201111,7.831860816,7.863956818,16.5648853,8.208904834,16.24229398
ENSRNOG00000000303,5.715213019,7.457327948,4.359871777,4.367639411,4.426093731,4.877218331,4.168051686,2.741307607,3.540504182
ENSRNOG00000000304,95.06015943,101.2640485,91.90982269,110.1544742,113.0419992,92.49382078,108.1170423,94.66356379,95.68688954
ENSRNOG00000000306,8.307501168,5.462500712,5.545463939,6.240418695,5.305425229,7.503035777,6.5309313,6.053915435,8.427402554
ENSRNOG00000000307,16.33562927,13.80601402,13.87922735,7.427377604,8.057530756,6.628869257,8.96836618,8.319486412,9.769630892
ENSRNOG00000000308,3.993805932,3.949911448,4.445844793,3.923899634,3.72635097,4.356601419,4.533037149,3.454033934,4.763920121
ENSRNOG00000000311,0.303860735,0.184974629,0.116577304,0.241318769,0.303527794,0.126353264,0.105176303,0.126417583,0.159982392
ENSRNOG00000000312,8.308061374,8.557752006,5.861977102,6.618807894,6.997352734,5.287987453,9.052113068,7.795531931,10.6294108
ENSRNOG00000000314,9.741457512,12.11010562,13.95882855,10.49026682,11.12429799,9.591522802,13.07192738,12.42689244,12.52825266
ENSRNOG00000000316,1.399707659,1.42171114,1.57078424,1.030428348,1.252858159,1.834391704,0.998003544,0.983638496,0.888059849
ENSRNOG00000000320,1.404046156,0.737397169,2.207480717,0.962011807,1.66375918,4.722228972,2.725339171,1.562278575,1.674136229
ENSRNOG00000000321,4.151225403,3.795056117,3.913811142,4.854599034,4.468338443,4.040015415,3.853327403,3.846705143,3.612660954
ENSRNOG00000000322,11.8415899,11.99068386,10.18479119,14.04498588,13.45215043,11.97218461,13.83669053,11.3214056,12.0718699
ENSRNOG00000000323,0.355644455,0.282249072,0.622590385,0.207125698,0.180916783,0.162674922,0.892705647,0.8559851,0.572141998
ENSRNOG00000000327,9.604382456,11.22421213,9.890022275,9.733190353,10.38739562,9.783706632,9.467242117,9.921384102,9.437392681
ENSRNOG00000000335,0.115411957,0.283369108,0.0324707,1.041838609,0.951105376,1.478132624,0.058590276,0.098592337,0.066840716
ENSRNOG00000000340,100.6583682,94.01131422,94.29966568,108.6528649,100.1258786,86.55187555,119.1083151,98.29896476,117.7529633
ENSRNOG00000000341,23.72953795,26.17557238,24.78144077,19.93265477,17.96758526,20.91265412,23.51073281,22.53884622,24.83302916
ENSRNOG00000000368,0.690124382,0.855783437,0.819802632,0.100481318,0.224682972,0.070148667,0.145979162,0.238626877,0.310865974
ENSRNOG00000000373,19.61587344,33.7347537,19.87467982,6.06965519,7.717621698,12.27301332,25.24189502,17.51933707,23.22145017
ENSRNOG00000000376,1.635964494,3.042997802,0.511413531,1.190972764,1.165104085,1.662899202,0.807447242,1.44191293,0.789555958
ENSRNOG00000000378,56.14488701,82.85311143,90.45094442,37.78270028,46.12419681,46.05797358,47.53723726,55.33718992,46.66059874
ENSRNOG00000000379,7.51812808,6.46932406,3.657114187,10.10231715,10.32609936,11.00756055,6.420564094,6.473918224,6.61255953
ENSRNOG00000000380,12.92973981,15.64524686,14.77429529,13.49164616,16.74115017,14.83732235,16.72652828,21.84861116,16.19168867
ENSRNOG00000000381,12.4986767,14.24859112,12.31060841,20.98859175,20.19513747,17.16575063,16.25796726,21.88703083,13.79002234
ENSRNOG00000000383,7.960655165,10.15491838,9.877587052,12.62506748,15.5524751,17.04709239,9.718369094,17.47028044,9.637094431
ENSRNOG00000000386,0.123635643,0.321958202,0.260883016,0.690046298,0.377361647,0.329886886,1.11146584,0.4526466,1.193390921
ENSRNOG00000000387,5.139455794,5.864884541,5.657340718,4.714282851,5.094251247,4.613508926,4.794233926,4.339493961,4.92984555
ENSRNOG00000000389,3.55745028,4.905272642,3.354380614,2.383369787,2.171615338,1.857140989,2.527394217,2.406664228,2.25811171
ENSRNOG00000000390,4.485990381,5.078400268,5.434948224,5.125235808,3.694921547,2.896267245,5.29842028,3.045084359,6.09113772
ENSRNOG00000000392,13.89730128,15.7274479,13.3530587,15.9632539,17.54404696,16.31535761,16.66070174,14.55154933,17.6662988
ENSRNOG00000000394,1.459857812,1.664675545,2.410778671,2.12553622,1.598272166,1.233889353,1.993759052,1.481420946,1.883939183
ENSRNOG00000000395,14.12435477,14.00974302,12.64400988,13.11135272,11.63363681,12.86711383,18.79442344,13.32984761,17.05004046
ENSRNOG00000000396,26.40290307,29.95624503,26.92492243,25.39559057,27.82116059,24.93419809,34.06615404,28.17152103,31.35875133
ENSRNOG00000000397,7.877799524,8.400714549,8.551520136,7.964521685,9.823405896,7.194092244,9.243020901,7.902754327,8.654706718
ENSRNOG00000000398,8.570989483,10.43723157,8.124788814,7.945429608,7.62228619,6.534077431,8.569293701,6.327328714,8.838562805
ENSRNOG00000000399,17.30053549,18.36844687,19.90168917,28.68657096,31.34278786,26.29625805,19.10243725,29.26231757,18.48795506
ENSRNOG00000000403,0,0.028383573,0,0.074058685,0.046575054,0.058165119,0.112972006,0.054315079,0.147291721
ENSRNOG00000000406,0.133226466,0.099123873,0.171795902,0.141440983,0.045746418,0.101564941,0.218401544,0.128714413,0.225044079
ENSRNOG00000000407,6.903538114,6.737758255,4.722414306,4.730104596,5.354520901,7.30614224,7.249845452,5.418383121,5.48769389
ENSRNOG00000000408,10.14567599,10.39995168,10.5113961,10.6624348,11.89649972,10.49111089,9.819046672,11.14633641,8.772015174
ENSRNOG00000000411,15.58649425,13.26175069,14.22907314,14.1897072,14.38466511,15.81467865,13.68954797,12.98590314,12.32855791
ENSRNOG00000000412,0.868876245,0.73563371,0.927242781,0.588913685,0.86875556,0.845113355,0.646433112,0.405251505,0.506100786
ENSRNOG00000000413,1838.462016,1713.737515,1625.011318,1831.502883,1728.54276,1700.519772,2388.527013,2066.633494,2345.01316
ENSRNOG00000000414,4.920011739,6.043168228,6.006267801,3.767002744,4.479177927,3.168746813,5.060002718,6.754807494,5.404071888
ENSRNOG00000000415,13.27969724,15.31072632,11.82203982,16.49104323,14.21175678,14.89126545,13.14496485,10.26518921,13.79016688
ENSRNOG00000000417,44.90159007,49.69984482,37.49305968,26.08392624,32.64706161,31.09439614,40.67637506,32.22590152,42.43329174
ENSRNOG00000000418,2.75415818,2.466585832,2.558989458,1.819362152,1.852491171,2.021863247,3.063916717,1.571631835,2.436909244
ENSRNOG00000000419,9.348143565,7.588446935,8.857855151,5.868048032,4.619030793,4.881007145,6.558913011,11.76343035,5.963025746
ENSRNOG00000000420,22.18392927,25.66346979,23.35024047,25.59886696,24.79841461,27.25880439,21.73982092,23.38882214,24.71078222
ENSRNOG00000000421,13.57594063,12.4018091,11.56184328,11.98958919,11.76863117,12.92300451,13.2916959,12.07720591,13.12945094
ENSRNOG00000000422,8.738012914,8.277432764,7.096428463,8.503490888,7.066235984,9.06500804,7.564756464,7.713759753,9.303872759
ENSRNOG00000000423,3.37948459,2.859141532,2.760400745,2.420564012,3.393931043,2.243912177,3.043870728,2.245054423,2.920053448
ENSRNOG00000000431,14.61899624,14.72762053,15.52725419,16.74950934,17.96787023,18.13829009,14.49643434,15.57069967,14.25301764
ENSRNOG00000000432,5.658698444,5.221607823,4.802840115,6.30582681,5.297243417,5.928597156,6.961097964,3.616838453,9.108500612
ENSRNOG00000000433,0.230278007,0.560725148,0.206143038,0.152400971,0.153350461,0,0.212551665,0.22993051,0.121241155
ENSRNOG00000000435,17.72514973,15.43367265,12.04434749,14.30449194,14.22624433,15.73124254,18.45157644,16.30424914,16.0877273
ENSRNOG00000000436,1.073863873,1.398218477,1.594561163,0.868629708,0.874041453,0.545772046,0.757166645,0.755368983,1.382060343
ENSRNOG00000000437,32.21827794,28.49943636,22.51004815,38.10503263,39.82374961,45.26532915,31.87634334,31.50961892,33.46545303
ENSRNOG00000000438,18.78133092,15.31112216,12.28129647,14.50054047,13.6705546,18.37278902,15.68920912,15.32124918,18.85450143
ENSRNOG00000000439,2.051760848,2.257591935,2.154542739,1.241218836,1.534729015,1.255730838,1.503720059,0.740597087,1.673627012
ENSRNOG00000000440,17.60749774,17.57711294,14.23413385,13.31756605,14.74844286,12.94364784,17.52180355,13.34702847,17.13355827
ENSRNOG00000000441,1.596758374,1.447910065,1.45067629,0.896040511,1.309790213,1.825928536,1.076596323,1.12656244,1.493103641
ENSRNOG00000000442,0.788728857,0.718285178,0.505945139,0.436384462,0.358215792,0.634957947,1.281304782,0.860517218,0.803953047
ENSRNOG00000000443,10.36966391,8.916535089,12.79006442,6.969339297,5.673027756,6.624435765,11.29489063,13.14348367,8.324190212
ENSRNOG00000000451,0.255854012,0.530293812,0.0514168,0.053217215,0.100403943,0.083592779,0.069582527,0.144967907,0
ENSRNOG00000000455,2.901152538,2.033035151,1.803294107,1.596296,1.390016473,1.504462244,1.444976009,1.929779589,1.196653713
ENSRNOG00000000456,3.317709065,3.534385596,3.394270545,3.211215454,2.796249804,3.793873735,3.780049312,3.968341568,3.275195083
ENSRNOG00000000457,5.62432541,4.525611648,4.649467625,4.114696263,4.64134233,4.001847466,3.807009098,3.936093938,5.046838809
ENSRNOG00000000459,4.219878524,4.960052868,3.662780922,4.575389672,3.863983559,5.852231812,3.959785373,5.355292259,3.574909738
ENSRNOG00000000461,30.76808049,34.51878558,28.23677493,31.36220196,33.46845113,32.8232126,29.11347955,25.70658172,29.0806112
ENSRNOG00000000463,0.345706729,0.663613626,0.204252781,0.140936608,0.126620244,0.158129318,0.324679074,0.206727488,0.44047453
ENSRNOG00000000464,17.03833591,15.70520188,11.1033238,9.716718304,10.03375756,9.949130638,16.40643915,10.18042687,18.17991735
ENSRNOG00000000465,70.12658556,61.84156824,56.44108201,59.29891812,60.88608444,62.42577247,76.22562434,65.00594309,77.28734043
ENSRNOG00000000466,32.15864718,29.64848806,28.25173936,33.96028061,33.5200809,42.4428633,33.12466189,30.33914995,31.47050094
ENSRNOG00000000467,14.58495548,13.90974894,13.90414999,12.987017,12.84718678,13.4528447,13.78349253,13.30523728,16.33525363
ENSRNOG00000000470,31.51809236,29.80377994,25.86351645,32.17573363,33.78838869,32.9345985,31.02732129,30.00458997,32.63330697
ENSRNOG00000000471,2.880071317,2.359096717,1.932817913,1.788906527,1.427460423,2.477622692,2.749826818,1.168904606,3.290072673
ENSRNOG00000000473,36.45374287,29.26376107,35.08671679,53.85219955,43.7900202,40.95433428,34.31580322,39.39254247,33.95228411
ENSRNOG00000000474,15.27793432,16.07779478,12.76649011,12.36036599,12.66769538,12.55141609,14.88264991,12.31798609,16.07823041
ENSRNOG00000000476,15.96043593,16.18510003,12.99854337,16.33828577,14.75949682,15.07936933,16.15271649,15.58511129,18.26663883
ENSRNOG00000000477,11.31222294,11.49067844,10.31197168,12.52871294,12.3260766,10.28765791,11.49191689,10.15565617,11.62667453
ENSRNOG00000000479,13.37574406,12.35338613,9.634428993,7.277062688,6.434935869,7.034275413,7.818443916,8.068983919,9.113586319
ENSRNOG00000000480,10.65500447,10.55360933,11.58949093,9.959154182,11.46375309,12.22774853,11.5668704,13.03215626,12.69979851
ENSRNOG00000000481,60.49433152,56.34820464,50.56856993,64.11138721,56.08478178,53.87793415,63.67298253,59.87709816,70.99687171
ENSRNOG00000000483,4.823975058,6.931217615,5.688119825,6.256007017,8.37810572,8.98182587,4.589145501,4.465967491,4.54413282
ENSRNOG00000000485,24.08423186,21.86120751,23.13105637,39.69168329,39.02283293,39.63372407,23.45406111,24.14331604,23.71587606
ENSRNOG00000000486,0.322687841,0.196435593,0.123800394,0.277626696,0.214889514,0.067091034,0.130308489,0.071600199,0.212368557
ENSRNOG00000000487,1.358721489,1.236183365,2.139886286,1.849264445,1.514593051,2.769689204,2.155535619,0.883147028,2.159704266
ENSRNOG00000000488,72.56194358,64.56847715,69.24691868,95.56223256,97.60442102,111.7468264,79.13465032,91.9274951,85.52658683
ENSRNOG00000000489,48.0916569,48.49517251,42.47072757,44.98251173,39.89715722,45.47308782,50.95959148,47.85798762,51.20402362
ENSRNOG00000000490,129.8971615,100.433628,108.7457873,97.94744126,82.06385294,95.65285411,108.5021859,100.2137524,106.6930398
ENSRNOG00000000491,0.023645377,0.026389141,0,0.120495889,0.086604717,0.054078023,0.075024134,0.043284441,0.034235489
ENSRNOG00000000493,33.81674089,29.40120923,27.35200457,39.21735035,32.95455449,39.9344932,31.33016266,31.03332282,31.46395277
ENSRNOG00000000495,7.443160097,7.933148657,8.572905766,10.55160081,12.72854312,13.06251084,6.927047394,5.963214809,7.202966631
ENSRNOG00000000498,7.477951836,8.500078172,6.453029101,4.484463971,6.040539634,5.811820817,6.551989639,5.544866889,7.348103991
ENSRNOG00000000500,8.539330719,8.883299511,9.785045556,3.406770241,5.307696387,5.205798336,2.942696616,4.0071623,3.807414284
ENSRNOG00000000501,10.77569969,10.4838139,9.858813083,8.503358404,8.676847877,10.08355201,11.37929689,9.06475873,12.38619232
ENSRNOG00000000502,1.990433127,2.004088386,0.882609537,1.181269479,1.109387099,1.039091106,1.427834443,1.168334911,2.286719628
ENSRNOG00000000503,8.608951723,8.267278275,7.903492206,7.788537316,9.234899988,8.585343146,8.377203103,8.123960097,9.40284956
ENSRNOG00000000504,8.099329669,8.768231861,6.550528217,5.960529998,6.244200104,6.611939592,6.203995721,5.702965527,6.837968272
ENSRNOG00000000505,409.313359,331.0689397,381.7469547,340.8828712,259.2356589,283.4676242,383.8310572,380.6902217,403.211872
ENSRNOG00000000506,16.71890717,14.85572795,17.10472288,13.51069038,14.5031424,16.97790683,15.9497005,19.94455185,15.33486232
ENSRNOG00000000511,19.25961514,21.23746497,19.96642564,22.86014561,21.2773764,22.16742957,21.09575273,20.44465447,23.67233547
ENSRNOG00000000512,1.056635822,1.412352551,1.538252889,0.572446374,0.888769803,0.533894011,1.052556453,0.937132957,1.245246169
ENSRNOG00000000513,30.21452661,30.67634498,25.22016867,24.73701613,26.12928531,27.51281726,26.20077304,21.01498629,25.60334296
